,semana,agencia_id,canal_id,ruta_sak,cliente_id,producto_id,venta_uni_hoy,venta_hoy,dev_uni_proxima,dev_proxima,demanda_uni_equil,NombreCliente,Town,NombreProducto
14,7,1380,2,1610,19635,30236,120,3014.4,,0.0,120,BOD  AURRERA ATEMAJAC,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
15,6,1380,2,1610,19635,30236,96,2411.52,,0.0,96,BOD  AURRERA ATEMAJAC,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
16,8,1380,2,1610,19635,30236,144,3617.28,,0.0,144,BOD  AURRERA ATEMAJAC,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
17,3,1380,2,1610,19635,30236,96,2411.52,,0.0,96,BOD  AURRERA ATEMAJAC,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
18,4,1380,2,1617,26945,30236,48,1205.76,,0.0,48,BOD AURRERA INDEPENDENCIA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
19,5,1380,2,1617,26945,30236,96,2411.52,,0.0,96,BOD AURRERA INDEPENDENCIA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
20,7,1380,2,1617,26945,30236,48,1205.76,,0.0,48,BOD AURRERA INDEPENDENCIA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
21,6,1380,2,1617,26945,30236,120,3014.4,,0.0,120,BOD AURRERA INDEPENDENCIA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
22,8,1380,2,1617,26945,30236,72,1808.64,,0.0,72,BOD AURRERA INDEPENDENCIA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
23,3,1380,2,1617,26945,30236,96,2411.52,,0.0,96,BOD AURRERA INDEPENDENCIA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
24,4,1380,2,1642,591026,30236,144,3617.28,,0.0,144,WAL MART 16 DE SEPTIEMBRE,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
25,5,1380,2,1642,591026,30236,48,1205.76,,0.0,48,WAL MART 16 DE SEPTIEMBRE,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
26,7,1380,2,1642,591026,30236,24,602.88,,0.0,24,WAL MART 16 DE SEPTIEMBRE,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
27,6,1380,2,1642,591026,30236,120,3014.4,,0.0,120,WAL MART 16 DE SEPTIEMBRE,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
28,8,1380,2,1642,591026,30236,72,1808.64,,0.0,72,WAL MART 16 DE SEPTIEMBRE,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
29,3,1380,2,1642,591026,30236,144,3617.28,,0.0,144,WAL MART 16 DE SEPTIEMBRE,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
30,4,1380,2,1644,19497,30236,264,6631.68,,0.0,264,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
31,5,1380,2,1644,19497,30236,96,2411.52,,0.0,96,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
32,7,1380,2,1644,19497,30236,96,2411.52,,0.0,96,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
33,6,1380,2,1644,19497,30236,168,4220.16,,0.0,168,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
34,8,1380,2,1644,19497,30236,24,602.88,,0.0,24,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
35,3,1380,2,1644,19497,30236,48,1205.76,,0.0,48,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
36,4,1380,2,1646,644574,30236,144,3617.28,,0.0,144,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
37,5,1380,2,1646,644574,30236,240,6028.8,,0.0,240,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
38,7,1380,2,1646,644574,30236,240,6028.8,,0.0,240,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
39,6,1380,2,1646,644574,30236,48,1205.76,,0.0,48,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
40,8,1380,2,1646,644574,30236,48,1205.76,,0.0,48,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
41,3,1380,2,1646,644574,30236,264,6631.68,,0.0,264,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
42,4,1380,2,1648,1064519,30236,24,602.88,,0.0,24,BODEGA AURRERA SAN PEDRITO,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
43,5,1380,2,1648,1064519,30236,24,602.88,,0.0,24,BODEGA AURRERA SAN PEDRITO,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
44,7,1380,2,1648,1064519,30236,24,602.88,,0.0,24,BODEGA AURRERA SAN PEDRITO,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
45,6,1380,2,1648,1064519,30236,72,1808.64,,0.0,72,BODEGA AURRERA SAN PEDRITO,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
46,8,1380,2,1648,1064519,30236,96,2411.52,,0.0,96,BODEGA AURRERA SAN PEDRITO,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
47,3,1380,2,1648,1064519,30236,48,1205.76,,0.0,48,BODEGA AURRERA SAN PEDRITO,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
48,4,1380,2,1650,3203381,30236,595,18564.0,,0.0,595,CHEDRAUI LOMAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
49,5,1380,2,1650,3203381,30236,139,4336.8,,0.0,139,CHEDRAUI LOMAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
50,7,1380,2,1650,3203381,30236,48,1497.6,,0.0,48,CHEDRAUI LOMAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
51,6,1380,2,1650,3203381,30236,192,5990.4,,0.0,192,CHEDRAUI LOMAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
52,8,1380,2,1650,3203381,30236,120,3744.0,,0.0,120,CHEDRAUI LOMAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
53,3,1380,2,1650,3203381,30236,142,4430.4,,0.0,142,CHEDRAUI LOMAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
54,4,1380,2,1652,19404,30236,144,3617.28,,0.0,144,BODEGA AURRERA REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
55,5,1380,2,1652,19404,30236,48,1205.76,,0.0,48,BODEGA AURRERA REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
56,7,1380,2,1652,19404,30236,24,602.88,,0.0,24,BODEGA AURRERA REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
57,6,1380,2,1652,19404,30236,24,602.88,,0.0,24,BODEGA AURRERA REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
58,8,1380,2,1652,19404,30236,24,602.88,,0.0,24,BODEGA AURRERA REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
59,3,1380,2,1652,19404,30236,72,1808.64,,0.0,72,BODEGA AURRERA REVOLUCION,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
60,4,1380,2,1662,2106287,30236,24,602.88,,0.0,24,BODEGA AURRERA JOSE MARIA IGLESIAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
61,5,1380,2,1662,2106287,30236,24,602.88,,0.0,24,BODEGA AURRERA JOSE MARIA IGLESIAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
62,7,1380,2,1662,2106287,30236,24,602.88,,0.0,24,BODEGA AURRERA JOSE MARIA IGLESIAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
63,6,1380,2,1662,2106287,30236,48,1205.76,,0.0,48,BODEGA AURRERA JOSE MARIA IGLESIAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
64,8,1380,2,1662,2106287,30236,48,1205.76,,0.0,48,BODEGA AURRERA JOSE MARIA IGLESIAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
65,3,1380,2,1662,2106287,30236,48,1205.76,,0.0,48,BODEGA AURRERA JOSE MARIA IGLESIAS,2330 TLAQUEPARQUE,Barritas Fresa KC 8p 600g CU MLA 30236
66,5,2655,2,4175,9838234,30236,96,2995.2,,0.0,96,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
67,5,2655,2,4177,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
68,5,2655,2,4178,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
69,5,2655,2,4179,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
70,5,2655,2,4181,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
71,5,2655,2,4182,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
72,8,2655,2,4177,9838234,30236,72,2246.4,,0.0,72,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
73,8,2655,2,4182,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
74,3,2655,2,4175,9838234,30236,120,3744.0,,0.0,120,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
75,3,2655,2,4177,9838234,30236,48,1497.6,,0.0,48,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
76,3,2655,2,4178,9838234,30236,48,1497.6,,0.0,48,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
77,3,2655,2,4182,9838234,30236,48,1497.6,,0.0,48,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
78,4,2655,2,4175,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
79,4,2655,2,4177,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
80,4,2655,2,4178,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
81,4,2655,2,4182,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
82,6,2655,2,4175,9838234,30236,120,3744.0,,0.0,120,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
83,6,2655,2,4177,9838234,30236,48,1497.6,,0.0,48,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
84,6,2655,2,4179,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
85,7,2655,2,4175,9838234,30236,96,2995.2,,0.0,96,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
86,7,2655,2,4177,9838234,30236,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Fresa KC 8p 600g CU MLA 30236
87,4,1379,2,7019,1871244,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA NUEVA GALICIA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
88,5,1379,2,7019,1871244,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA NUEVA GALICIA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
89,7,1379,2,7019,1871244,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA NUEVA GALICIA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
90,6,1379,2,7019,1871244,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA NUEVA GALICIA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
91,8,1379,2,7019,1871244,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA NUEVA GALICIA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
92,3,1379,2,7019,1871244,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA NUEVA GALICIA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
93,4,1380,2,1644,19497,30235,216,5425.92,,0.0,216,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
94,5,1380,2,1644,19497,30235,48,1205.76,,0.0,48,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
95,7,1380,2,1644,19497,30235,48,1205.76,,0.0,48,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
96,6,1380,2,1644,19497,30235,96,2411.52,,0.0,96,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
97,8,1380,2,1644,19497,30235,24,602.88,,0.0,24,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
98,3,1380,2,1644,19497,30235,48,1205.76,,0.0,48,WAL MART REVOLUCION,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
99,4,1380,2,1646,644574,30235,96,2411.52,,0.0,96,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
100,5,1380,2,1646,644574,30235,120,3014.4,,0.0,120,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
101,7,1380,2,1646,644574,30235,120,3014.4,,0.0,120,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
102,6,1380,2,1646,644574,30235,48,1205.76,,0.0,48,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
103,8,1380,2,1646,644574,30235,48,1205.76,,0.0,48,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
104,3,1380,2,1646,644574,30235,144,3617.28,,0.0,144,WAL MART TONALA,2330 TLAQUEPARQUE,Barritas Pina KC 8p 600g CU MLA 30235
105,5,2655,2,4175,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
106,5,2655,2,4177,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
107,8,2655,2,4174,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
108,8,2655,2,4175,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
109,8,2655,2,4177,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
110,3,2655,2,4175,9838234,30235,48,1497.6,,0.0,48,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
111,3,2655,2,4177,9838234,30235,48,1497.6,,0.0,48,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
112,4,2655,2,4175,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
113,4,2655,2,4177,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
114,4,2655,2,4182,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
115,6,2655,2,4175,9838234,30235,48,1497.6,,0.0,48,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
116,6,2655,2,4178,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
117,6,2655,2,4179,9838234,30235,24,748.8,,0.0,24,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
118,7,2655,2,4174,9838234,30235,48,1497.6,,0.0,48,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
119,7,2655,2,4175,9838234,30235,72,2246.4,,0.0,72,BODEGA COMERCIAL MEXICANA IRAPUATO,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
120,5,2655,2,4193,886620,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
121,5,2655,2,4203,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
122,5,2655,2,4206,886620,30235,72,2246.4,,0.0,72,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
123,5,2655,2,4207,886620,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
124,5,2655,2,9318,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
125,8,2655,2,4203,886620,30235,72,2246.4,,0.0,72,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
126,8,2655,2,9318,886620,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
127,3,2655,2,4192,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
128,3,2655,2,4193,886620,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
129,3,2655,2,4194,886620,30235,72,2246.4,,0.0,72,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
130,3,2655,2,4196,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
131,3,2655,2,4204,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
132,3,2655,2,4206,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
133,3,2655,2,4207,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
134,3,2655,2,4208,886620,30235,72,2246.4,,0.0,72,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
135,3,2655,2,4209,886620,30235,96,2995.2,,0.0,96,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
136,4,2655,2,4193,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
137,4,2655,2,4201,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
138,4,2655,2,4206,886620,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
139,4,2655,2,4207,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
140,6,2655,2,4193,886620,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
141,6,2655,2,4194,886620,30235,72,2246.4,,0.0,72,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
142,6,2655,2,4196,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
143,6,2655,2,4203,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
144,6,2655,2,4204,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
145,6,2655,2,4207,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
146,6,2655,2,4208,886620,30235,72,2246.4,,0.0,72,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
147,6,2655,2,4209,886620,30235,96,2995.2,,0.0,96,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
148,7,2655,2,4203,886620,30235,24,748.8,,0.0,24,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
149,7,2655,2,4208,886620,30235,48,1497.6,,0.0,48,MEGA COMERCIAL MEXICANA LA SELVA,2655 LOS MOCHIS,Barritas Pina KC 8p 600g CU MLA 30235
