semana,agencia_id,canal_id,ruta_sak,cliente_id,producto_id,venta_uni_hoy,venta_hoy,dev_uni_proxima,dev_proxima,demanda_uni_equil
4,1379,2,8634,23849,31187,180,2964.6,,0,180
5,1379,2,8634,23849,31187,280,4611.6,,0,280
7,1379,2,8634,23849,31187,80,1317.6,,0,80
6,1379,2,8634,23849,31187,120,1976.4,,0,120
8,1379,2,8634,23849,31187,340,5599.8,,0,340
3,1379,2,8634,23849,31187,20,329.4,,0,20
4,1379,2,8634,23849,33382,32,542.08,,0,32
5,1379,2,8634,23849,33382,64,1084.16,,0,64
7,1379,2,8634,23849,33382,32,542.08,,0,32
6,1379,2,8634,23849,33382,48,813.12,,0,48
8,1379,2,8634,23849,33382,32,542.08,,0,32
3,1379,2,8634,23849,33382,16,271.04,,0,16
4,1379,2,8640,1064922,31187,40,658.8,,0,40
5,1379,2,8640,1064922,31187,40,658.8,,0,40
7,1379,2,8640,1064922,31187,40,658.8,,0,40
6,1379,2,8640,1064922,31187,20,329.4,,0,20
8,1379,2,8640,1064922,31187,60,988.2,,0,60
8,1379,2,9871,1064922,31187,20,329.4,,0,20
3,1379,2,8640,1064922,31187,40,658.8,,0,40
5,2655,2,7736,1064922,31187,20,329.4,,0,20
5,2655,2,7738,1064922,31187,40,658.8,,0,40
5,2655,2,7739,1064922,31187,60,988.2,,0,60
5,2655,2,7740,1064922,31187,99,1630.53,,0,99
5,2655,2,7742,1064922,31187,20,329.4,,0,20
5,2655,2,7744,1064922,31187,20,329.4,,0,20
5,2655,2,7749,1064922,31187,129,2124.63,,0,129
5,2655,2,7750,1064922,31187,40,658.8,,0,40
5,2655,2,7752,1064922,31187,180,2964.6,,0,180
5,2655,2,7753,1064922,31187,140,2305.8,,0,140
5,2655,2,7754,1064922,31187,20,329.4,,0,20
5,2655,2,7755,1064922,31187,60,988.2,,0,60
5,2655,2,7756,1064922,31187,180,2964.6,,0,180
5,2655,2,7758,1064922,31187,60,988.2,,0,60
5,2655,2,7759,1064922,31187,100,1647,,0,100
5,2655,2,7760,1064922,31187,20,329.4,,0,20
5,2655,2,7761,1064922,31187,120,1976.4,,0,120
5,2655,2,7763,1064922,31187,140,2305.8,,0,140
5,2655,2,7764,1064922,31187,100,1647,,0,100
5,2655,2,7765,1064922,31187,140,2305.8,,0,140
5,2655,2,7766,1064922,31187,280,4611.6,,0,280
5,2655,2,7767,1064922,31187,160,2635.2,,0,160
5,2655,2,7768,1064922,31187,120,1976.4,,0,120
5,2655,2,7769,1064922,31187,100,1647,,0,100
5,2655,2,7770,1064922,31187,80,1317.6,,0,80
5,2655,2,7771,1064922,31187,260,4282.2,,0,260
5,2655,2,7772,1064922,31187,40,658.8,,0,40
8,2655,2,7737,1064922,31187,40,658.8,,0,40
8,2655,2,7738,1064922,31187,20,329.4,,0,20
8,2655,2,7739,1064922,31187,80,1317.6,,0,80
8,2655,2,7740,1064922,31187,140,2305.8,,0,140
8,2655,2,7743,1064922,31187,20,329.4,,0,20
8,2655,2,7744,1064922,31187,40,658.8,,0,40
8,2655,2,7746,1064922,31187,20,329.4,,0,20
8,2655,2,7750,1064922,31187,40,658.8,,0,40
8,2655,2,7751,1064922,31187,100,1647,,0,100
8,2655,2,7752,1064922,31187,220,3623.4,,0,220
8,2655,2,7753,1064922,31187,220,3623.4,,0,220
8,2655,2,7755,1064922,31187,60,988.2,,0,60
8,2655,2,7756,1064922,31187,300,4941,,0,300
8,2655,2,7758,1064922,31187,80,1317.6,,0,80
8,2655,2,7759,1064922,31187,80,1317.6,,0,80
8,2655,2,7761,1064922,31187,120,1976.4,,0,120
8,2655,2,7762,1064922,31187,20,329.4,,0,20
8,2655,2,7763,1064922,31187,160,2635.2,,0,160
8,2655,2,7764,1064922,31187,180,2964.6,,0,180
8,2655,2,7766,1064922,31187,220,3623.4,,0,220
8,2655,2,7767,1064922,31187,140,2305.8,,0,140
8,2655,2,7769,1064922,31187,160,2635.2,,0,160
8,2655,2,7770,1064922,31187,80,1317.6,,0,80
8,2655,2,7772,1064922,31187,60,988.2,,0,60
3,2655,2,7740,1064922,31187,40,658.8,,0,40
3,2655,2,7742,1064922,31187,80,1317.6,,0,80
3,2655,2,7749,1064922,31187,100,1647,,0,100
3,2655,2,7753,1064922,31187,160,2635.2,,0,160
3,2655,2,7754,1064922,31187,20,329.4,,0,20
3,2655,2,7756,1064922,31187,100,1647,,0,100
3,2655,2,7758,1064922,31187,20,329.4,,0,20
3,2655,2,7759,1064922,31187,20,329.4,,0,20
3,2655,2,7761,1064922,31187,60,988.2,,0,60
3,2655,2,7763,1064922,31187,60,988.2,,0,60
3,2655,2,7764,1064922,31187,20,329.4,,0,20
3,2655,2,7767,1064922,31187,100,1647,,0,100
3,2655,2,7768,1064922,31187,120,1976.4,,0,120
3,2655,2,7769,1064922,31187,40,658.8,,0,40
3,2655,2,7770,1064922,31187,60,988.2,,0,60
3,2655,2,7771,1064922,31187,20,329.4,,0,20
3,2655,2,7772,1064922,31187,20,329.4,,0,20
4,2655,2,7736,1064922,31187,20,329.4,,0,20
4,2655,2,7739,1064922,31187,60,988.2,,0,60
4,2655,2,7740,1064922,31187,160,2635.2,,0,160
4,2655,2,7742,1064922,31187,100,1647,,0,100
4,2655,2,7749,1064922,31187,120,1976.4,,0,120
4,2655,2,7750,1064922,31187,60,988.2,,0,60
4,2655,2,7752,1064922,31187,40,658.8,,0,40
4,2655,2,7753,1064922,31187,280,4611.6,,0,280
4,2655,2,7754,1064922,31187,20,329.4,,0,20
4,2655,2,7755,1064922,31187,80,1317.6,,0,80
4,2655,2,7756,1064922,31187,180,2964.6,,0,180
4,2655,2,7758,1064922,31187,80,1317.6,,0,80
4,2655,2,7759,1064922,31187,120,1976.4,,0,120
4,2655,2,7761,1064922,31187,100,1647,,0,100
4,2655,2,7763,1064922,31187,60,988.2,,0,60
4,2655,2,7764,1064922,31187,200,3294,,0,200
4,2655,2,7766,1064922,31187,200,3294,,0,200
4,2655,2,7767,1064922,31187,100,1647,,0,100
4,2655,2,7768,1064922,31187,180,2964.6,,0,180
4,2655,2,7769,1064922,31187,60,988.2,,0,60
4,2655,2,7770,1064922,31187,100,1647,,0,100
4,2655,2,7771,1064922,31187,180,2964.6,,0,180
4,2655,2,7772,1064922,31187,60,988.2,,0,60
6,2655,2,7736,1064922,31187,20,329.4,,0,20
6,2655,2,7740,1064922,31187,80,1317.6,,0,80
6,2655,2,7742,1064922,31187,40,658.8,,0,40
6,2655,2,7749,1064922,31187,120,1976.4,,0,120
6,2655,2,7752,1064922,31187,80,1317.6,,0,80
6,2655,2,7753,1064922,31187,120,1976.4,,0,120
6,2655,2,7754,1064922,31187,20,329.4,,0,20
6,2655,2,7755,1064922,31187,80,1317.6,,0,80
6,2655,2,7756,1064922,31187,80,1317.6,,0,80
6,2655,2,7759,1064922,31187,60,988.2,,0,60
6,2655,2,7760,1064922,31187,80,1317.6,,0,80
6,2655,2,7761,1064922,31187,40,658.8,,0,40
6,2655,2,7764,1064922,31187,80,1317.6,,0,80
6,2655,2,7766,1064922,31187,140,2305.8,,0,140
6,2655,2,7767,1064922,31187,100,1647,,0,100
6,2655,2,7768,1064922,31187,200,3294,,0,200
6,2655,2,7769,1064922,31187,120,1976.4,,0,120
6,2655,2,7771,1064922,31187,80,1317.6,,0,80
7,2655,2,7740,1064922,31187,40,658.8,,0,40
7,2655,2,7742,1064922,31187,20,329.4,,0,20
7,2655,2,7745,1064922,31187,140,2305.8,,0,140
7,2655,2,7749,1064922,31187,80,1317.6,,0,80
7,2655,2,7751,1064922,31187,20,329.4,,0,20
7,2655,2,7752,1064922,31187,40,658.8,,0,40
7,2655,2,7753,1064922,31187,140,2305.8,,0,140
7,2655,2,7755,1064922,31187,120,1976.4,,0,120
7,2655,2,7756,1064922,31187,80,1317.6,,0,80
7,2655,2,7759,1064922,31187,80,1317.6,,0,80
7,2655,2,7760,1064922,31187,40,658.8,,0,40
7,2655,2,7761,1064922,31187,40,658.8,,0,40
7,2655,2,7764,1064922,31187,120,1976.4,,0,120
7,2655,2,7766,1064922,31187,180,2964.6,,0,180
7,2655,2,7767,1064922,31187,60,988.2,,0,60
7,2655,2,7768,1064922,31187,100,1647,,0,100
7,2655,2,7769,1064922,31187,40,658.8,,0,40
7,2655,2,7771,1064922,31187,80,1317.6,,0,80
4,1379,2,8667,1123492,31187,60,988.2,,0,60
5,1379,2,8667,1123492,31187,80,1317.6,,0,80
7,1379,2,8667,1123492,31187,80,1317.6,,0,80
6,1379,2,8667,1123492,31187,120,1976.4,,0,120
8,1379,2,8667,1123492,31187,120,1976.4,,0,120
3,1379,2,8667,1123492,31187,20,329.4,,0,20
4,1379,2,8667,1123492,31198,28,396.48,,0,28
5,1379,2,8667,1123492,31198,56,792.96,,0,56
7,1379,2,8667,1123492,31198,56,792.96,,0,56
6,1379,2,8667,1123492,31198,28,396.48,,0,28
8,1379,2,8667,1123492,31198,84,1189.44,,0,84
3,1379,2,8667,1123492,31198,28,396.48,,0,28
4,1379,2,8667,1123492,31200,24,771.84,,0,24
5,1379,2,8667,1123492,31200,24,771.84,,0,24
7,1379,2,8667,1123492,31200,24,771.84,,0,24
6,1379,2,8667,1123492,31200,24,771.84,,0,24
8,1379,2,8667,1123492,31200,72,2315.52,,0,72
3,1379,2,8667,1123492,31200,24,771.84,,0,24
4,1379,2,8702,1853390,31187,40,658.8,,0,40
4,1379,2,9927,1853390,31187,20,329.4,,0,20
5,1379,2,8702,1853390,31187,20,329.4,,0,20
5,1379,2,9927,1853390,31187,20,329.4,,0,20
7,1379,2,8702,1853390,31187,20,329.4,,0,20
6,1379,2,8702,1853390,31187,20,329.4,,0,20
8,1379,2,7408,1853390,31187,20,329.4,,0,20
8,1379,2,8702,1853390,31187,20,329.4,,0,20
8,1379,2,9927,1853390,31187,40,658.8,,0,40
3,1379,2,9927,1853390,31187,40,658.8,,0,40
4,1379,2,8709,1937430,31187,20,329.4,,0,20
5,1379,2,8709,1937430,31187,20,329.4,,0,20
7,1379,2,8709,1937430,31187,20,329.4,,0,20
6,1379,2,8709,1937430,31187,20,329.4,,0,20
8,1379,2,8709,1937430,31187,20,329.4,,0,20
3,1379,2,8709,1937430,31187,20,329.4,,0,20
4,1379,2,9709,804760,31187,20,329.4,,0,20
5,1379,2,9709,804760,31187,60,988.2,,0,60
7,1379,2,9709,804760,31187,20,329.4,,0,20
6,1379,2,9709,804760,31187,60,988.2,,0,60
8,1379,2,9709,804760,31187,20,329.4,,0,20
3,1379,2,9709,804760,31187,20,329.4,,0,20
7,1524,2,9394,804760,31187,100,1647,,0,100
4,1379,2,9870,1831329,31187,40,658.8,,0,40
5,1379,2,9870,1831329,31187,20,329.4,,0,20
7,1379,2,9870,1831329,31187,60,988.2,,0,60
6,1379,2,9870,1831329,31187,40,658.8,,0,40
8,1379,2,9870,1831329,31187,20,329.4,,0,20
3,1379,2,9870,1831329,31187,20,329.4,,0,20
4,1379,2,9935,2502259,31187,122,2009.34,,0,122
5,1379,2,9935,2502259,31187,100,1647,,0,100
7,1379,2,9935,2502259,31187,235,3870.45,,0,235
6,1379,2,9935,2502259,31187,60,988.2,,0,60
8,1379,2,9935,2502259,31187,200,3294,,0,200
3,1379,2,9935,2502259,31187,20,329.4,,0,20
4,1379,2,9950,2452990,31200,24,771.84,,0,24
5,1379,2,9950,2452990,31200,24,771.84,,0,24
7,1379,2,9950,2452990,31200,24,771.84,,0,24
6,1379,2,9950,2452990,31200,24,771.84,,0,24
8,1379,2,9950,2452990,31200,120,3859.2,,0,120
3,1379,2,9950,2452990,31200,24,771.84,,0,24
4,1379,4,6663,8356583,35897,461,7947.64,,0,461
5,1379,4,6663,8356583,35897,262,4516.88,,0,262
7,1379,4,6663,8356583,35897,350,6034,,0,350
6,1379,4,6663,8356583,35897,175,3017,,0,175
8,1379,4,6663,8356583,35897,262,4516.88,,0,262
3,1379,4,6663,8356583,35897,265,4568.6,,0,265
4,1524,4,7651,8356583,35897,509,8775.16,,0,509
7,1524,4,7651,8356583,35897,509,8775.16,,0,509
5,1524,4,7651,8356583,35897,2034,35066.16,,0,2034
6,1524,4,7651,8356583,35897,1017,17533.08,,0,1017
8,1524,4,7651,8356583,35897,510,8792.4,,0,510
4,1379,4,6663,8356583,42083,351,5426.46,,0,351
5,1379,4,6663,8356583,42083,350,5411,,0,350
7,1379,4,6663,8356583,42083,545,8425.7,,0,545
6,1379,4,6663,8356583,42083,437,6756.02,,0,437
8,1379,4,6663,8356583,42083,450,6957,,0,450
3,1379,4,6663,8356583,42083,524,8101.04,,0,524
4,1524,4,7651,8356583,42083,1525,23576.5,,0,1525
7,1524,4,7651,8356583,42083,1525,23576.5,,0,1525
5,1524,4,7651,8356583,42083,3051,47168.46,,0,3051
6,1524,4,7651,8356583,42083,1017,15722.82,,0,1017
8,1524,4,7651,8356583,42083,1586,24519.56,,0,1586
4,1379,4,6663,8356583,42086,87,1345.02,,0,87
5,1379,4,6663,8356583,42086,350,5411,,0,350
7,1379,4,6663,8356583,42086,524,8101.04,,0,524
6,1379,4,6663,8356583,42086,87,1345.02,,0,87
8,1379,4,6663,8356583,42086,174,2690.04,,0,174
3,1379,4,6663,8356583,42086,350,5411,,0,350
4,1524,4,7651,8356583,42086,1017,15722.82,,0,1017
5,1524,4,7651,8356583,42086,2034,31445.64,,0,2034
8,1524,4,7651,8356583,42086,508,7853.68,,0,508
4,1379,4,6663,8356583,42089,175,2642.5,,0,175
5,1379,4,6663,8356583,42089,524,7912.4,,0,524
7,1379,4,6663,8356583,42089,524,7912.4,,0,524
6,1379,4,6663,8356583,42089,266,4016.6,,0,266
8,1379,4,6663,8356583,42089,174,2627.4,,0,174
3,1379,4,6663,8356583,42089,266,4016.6,,0,266
4,1524,4,7651,8356583,42089,1526,23042.6,,0,1526
7,1524,4,7651,8356583,42089,509,7685.9,,0,509
5,1524,4,7651,8356583,42089,2034,30713.4,,0,2034
6,1524,4,7651,8356583,42089,1017,15356.7,,0,1017
8,1524,4,7651,8356583,42089,508,7670.8,,0,508
7,1379,2,8640,1064922,36948,32,347.84,,0,32
8,1379,2,8640,1064922,36948,32,347.84,,0,32
8,1379,2,9433,1064922,36948,16,173.92,,0,16
5,2655,2,4092,1064922,36948,32,347.84,,0,32
5,2655,2,4117,1064922,36948,180,1956.6,,0,180
3,2655,2,4096,1064922,36948,240,2608.8,,0,240
3,2655,2,4117,1064922,36948,48,521.76,,0,48
4,2655,2,4096,1064922,36948,80,869.6,,0,80
4,2655,2,4098,1064922,36948,94,1021.78,,0,94
4,2655,2,4117,1064922,36948,16,173.92,,0,16
6,2655,2,4092,1064922,36948,16,173.92,,0,16
7,2655,2,4114,1064922,36948,48,521.76,,0,48
7,1379,2,9433,1064922,36947,64,695.68,,0,64
8,1379,2,9433,1064922,36947,41,445.67,,0,41
5,2655,2,4089,1064922,36947,32,347.84,,0,32
3,2655,2,4096,1064922,36947,288,3130.56,,0,288
4,2655,2,4089,1064922,36947,16,173.92,,0,16
6,2655,2,4111,1064922,36947,128,1391.36,,0,128
7,2655,2,4111,1064922,36947,32,347.84,,0,32
6,1455,1,1001,146814,34211,5,83.5,,0,5
8,1455,1,1001,146814,34211,7,116.9,,0,7
3,1455,1,1001,146814,34211,4,66.8,,0,4
5,1455,1,1001,146814,34211,10,167,,0,10
4,1455,1,1001,146814,34211,2,33.4,,0,2
7,1455,1,1001,146814,34211,7,116.9,,0,7
6,1455,1,1001,146814,34264,11,216.15,,0,11
8,1455,1,1001,146814,34264,7,137.55,,0,7
3,1455,1,1001,146814,34264,8,157.2,,0,8
5,1455,1,1001,146814,34264,10,196.5,,0,10
4,1455,1,1001,146814,34264,4,78.6,,0,4
7,1455,1,1001,146814,34264,4,78.6,,0,4
6,1455,1,1001,146817,34213,22,438.68,,0,22
8,1455,1,1001,146817,34213,5,99.7,,0,5
3,1455,1,1001,146817,34213,11,219.34,,0,11
5,1455,1,1001,146817,34213,15,299.1,,0,15
4,1455,1,1001,146817,34213,6,119.64,,0,6
7,1455,1,1001,146817,34213,13,259.22,,0,13
6,1455,1,1001,146818,34213,2,39.88,,0,2
8,1455,1,1001,146818,34213,5,99.7,,0,5
3,1455,1,1001,146818,34213,6,119.64,,0,6
5,1455,1,1001,146818,34213,5,99.7,,0,5
4,1455,1,1001,146818,34213,4,79.76,,0,4
7,1455,1,1001,146818,34213,4,79.76,,0,4
6,1455,1,1001,146818,35571,1,21.39,,0,1
8,1455,1,1001,146818,35571,2,42.78,,0,2
3,1455,1,1001,146818,35571,3,64.17,,0,3
5,1455,1,1001,146818,35571,4,85.56,,0,4
4,1455,1,1001,146818,35571,5,106.95,,0,5
7,1455,1,1001,146818,35571,4,85.56,,0,4
6,1455,1,1001,146821,34213,27,538.38,,0,27
8,1455,1,1001,146821,34213,31,618.14,,0,31
3,1455,1,1001,146821,34213,24,478.56,,0,24
5,1455,1,1001,146821,34213,20,398.8,,0,20
4,1455,1,1001,146821,34213,24,478.56,,0,24
7,1455,1,1001,146821,34213,22,438.68,,0,22
6,1455,1,1001,146821,34215,6,90.06,,0,6
8,1455,1,1001,146821,34215,15,225.15,,0,15
3,1455,1,1001,146821,34215,8,120.08,,0,8
5,1455,1,1001,146821,34215,2,30.02,,0,2
4,1455,1,1001,146821,34215,4,60.04,,0,4
7,1455,1,1001,146821,34215,10,150.1,,0,10
6,1455,1,1001,146821,35571,9,192.51,,0,9
8,1455,1,1001,146821,35571,9,192.51,,0,9
3,1455,1,1001,146821,35571,7,149.73,,0,7
5,1455,1,1001,146821,35571,6,128.34,,0,6
4,1455,1,1001,146821,35571,6,128.34,,0,6
7,1455,1,1001,146821,35571,6,128.34,,0,6
6,1455,1,1001,146823,34213,16,319.04,,0,16
8,1455,1,1001,146823,34213,14,279.16,,0,14
3,1455,1,1001,146823,34213,20,398.8,,0,20
5,1455,1,1001,146823,34213,19,378.86,,0,19
4,1455,1,1001,146823,34213,11,219.34,,0,11
7,1455,1,1001,146823,34213,16,319.04,,0,16
6,1455,1,1001,146823,34215,5,75.05,,0,5
8,1455,1,1001,146823,34215,6,90.06,,0,6
3,1455,1,1001,146823,34215,4,60.04,,0,4
5,1455,1,1001,146823,34215,3,45.03,,0,3
4,1455,1,1001,146823,34215,5,75.05,,0,5
7,1455,1,1001,146823,34215,9,135.09,,0,9
6,1455,1,1001,146823,34264,7,132.02,,0,7
8,1455,1,1001,146823,34264,5,94.3,,0,5
3,1455,1,1001,146823,34264,5,94.3,,0,5
5,1455,1,1001,146823,34264,5,94.3,,0,5
4,1455,1,1001,146823,34264,8,150.88,,0,8
7,1455,1,1001,146823,34264,8,150.88,,0,8
6,1455,1,1001,146823,35571,8,171.12,,0,8
8,1455,1,1001,146823,35571,4,85.56,,0,4
3,1455,1,1001,146823,35571,14,299.46,,0,14
5,1455,1,1001,146823,35571,13,278.07,,0,13
4,1455,1,1001,146823,35571,11,235.29,,0,11
7,1455,1,1001,146823,35571,9,192.51,,0,9
6,1455,1,1001,146823,43178,6,72,,12,5
8,1455,1,1001,146823,43178,5,60,,0,5
3,1455,1,1001,146823,43178,8,96,,0,8
5,1455,1,1001,146823,43178,12,144,,0,12
